gioitinh,khoa,hedt,khoahoc,xl_tt,khuvuc_1.0,khuvuc_2.0,khuvuc_3.0,khuvuc_4.0,khuvuc_5.0,khuvuc_6.0,khuvuc_7.0,xl_av,sotchk,hocky_sx,xl_drl,sotchk_truoc,xl_drl_truoc,xlhk_truoc
1.0,MMT&TT, CQUI,14.0,2.0,0,0,0,0,0,1,0,1.0,19,5,5.0,16.0,5.0,3
1.0,MMT&TT, CLC,14.0,2.0,0,0,0,1,0,0,0,2.0,22,6,4.0,14.0,4.0,3
1.0,KTMT, CLC,11.0,1.0,0,0,1,0,0,0,0,1.0,17,4,3.0,18.0,4.0,2
1.0,CNPM, CQUI,8.0,3.0,0,0,0,1,0,0,0,0.0,18,8,2.0,20.0,2.0,2
1.0,KTTT, CQUI,8.0,3.0,0,0,0,0,0,1,0,0.0,22,1,3.0,0.0,0.0,0
1.0,KHMT, CQUI,10.0,2.0,0,0,0,0,0,1,0,0.0,21,4,2.0,19.0,0.0,1
1.0,HTTT, CQUI,10.0,2.0,0,0,0,0,0,0,1,0.0,3,5,4.0,24.0,4.0,3
1.0,KTMT, CQUI,14.0,2.0,0,0,0,1,0,0,0,0.0,9,7,4.0,19.0,5.0,3
1.0,KTMT, CQUI,9.0,3.0,0,0,0,0,0,1,0,0.0,21,3,5.0,22.0,3.0,3
0.0,KTTT, CQUI,8.0,2.0,0,0,0,1,0,0,0,0.0,17,2,4.0,22.0,5.0,3
1.0,MMT&TT, CQUI,8.0,3.0,0,0,0,0,0,1,0,0.0,21,5,2.0,18.0,4.0,4
1.0,HTTT, CLC,10.0,1.0,0,0,0,1,0,0,0,0.0,21,7,5.0,22.0,5.0,2
1.0,KHMT, CQUI,13.0,2.0,0,0,0,0,0,0,1,1.0,21,5,5.0,23.0,4.0,4
1.0,KTTT, CQUI,13.0,2.0,0,0,0,0,0,1,0,2.0,20,1,5.0,0.0,0.0,0
1.0,CNPM, CLC,12.0,2.0,0,0,0,1,0,0,0,1.0,20,4,3.0,21.0,4.0,3
1.0,KHMT, CQUI,10.0,2.0,0,0,1,0,0,0,0,0.0,18,2,3.0,13.0,4.0,3
1.0,CNPM, CQUI,9.0,4.0,0,0,1,0,0,0,0,0.0,23,7,4.0,19.0,4.0,3
1.0,MMT&TT, CLC,12.0,2.0,0,0,0,0,0,0,1,2.0,20,7,3.0,22.0,4.0,3
1.0,KHMT, CQUI,14.0,2.0,0,0,0,0,0,1,0,0.0,22,5,5.0,23.0,5.0,4
1.0,CNPM, CLC,12.0,2.0,0,0,1,0,0,0,0,1.0,17,3,3.0,16.0,3.0,2
1.0,KTMT, CQUI,14.0,2.0,0,0,0,0,0,1,0,0.0,8,7,5.0,17.0,5.0,3
1.0,KTMT, CLC,10.0,1.0,0,0,1,0,0,0,0,0.0,16,7,3.0,16.0,4.0,3
1.0,MMT&TT, CQUI,14.0,2.0,0,0,0,0,0,1,0,1.0,19,4,4.0,17.0,5.0,3
1.0,MMT&TT, CQUI,12.0,3.0,0,0,0,1,0,0,0,3.0,15,6,4.0,14.0,5.0,3
1.0,KTTT, CQUI,11.0,2.0,0,0,0,0,0,1,0,0.0,17,1,2.0,0.0,0.0,0
1.0,MMT&TT, CQUI,10.0,2.0,0,0,0,0,0,0,1,0.0,16,6,3.0,18.0,3.0,3
1.0,MMT&TT, CQUI,11.0,2.0,0,0,0,1,0,0,0,1.0,18,7,3.0,21.0,3.0,3
1.0,KTMT, CLC,13.0,0.0,0,0,0,0,0,1,0,1.0,19,2,4.0,17.0,4.0,2
1.0,KHMT, CNTN,13.0,2.0,0,0,0,0,0,1,0,3.0,11,6,5.0,24.0,5.0,5
1.0,CNPM, CLC,14.0,2.0,0,0,0,0,0,0,1,0.0,23,3,5.0,15.0,5.0,4
1.0,KHMT, CLC,12.0,2.0,0,0,0,0,0,1,0,3.0,4,11,3.0,8.0,3.0,1
1.0,MMT&TT, CQUI,10.0,2.0,0,0,0,0,0,0,1,0.0,17,1,4.0,0.0,0.0,0
0.0,HTTT, CQUI,13.0,1.0,0,0,0,0,0,0,1,1.0,17,8,5.0,20.0,4.0,4
1.0,MMT&TT, CQUI,8.0,2.0,0,0,0,0,0,0,1,0.0,18,4,5.0,24.0,5.0,4
1.0,MMT&TT, CLC,13.0,0.0,0,0,0,0,0,1,0,2.0,14,5,5.0,15.0,5.0,4
0.0,MMT&TT, CQUI,13.0,2.0,0,0,0,1,0,0,0,0.0,20,6,4.0,21.0,4.0,3
1.0,CNPM, CQUI,9.0,4.0,0,0,1,0,0,0,0,0.0,13,1,3.0,0.0,0.0,0
1.0,KHMT, CNTN,12.0,3.0,0,0,0,0,0,0,1,4.0,10,7,5.0,18.0,4.0,4
1.0,KTMT, CQUI,9.0,4.0,0,0,1,0,0,0,0,0.0,16,7,4.0,16.0,4.0,3
1.0,HTTT, CTTT,10.0,2.0,0,0,0,0,0,1,0,0.0,19,5,3.0,18.0,3.0,3
1.0,MMT&TT, CQUI,8.0,3.0,1,0,0,0,0,0,0,0.0,18,3,1.0,8.0,4.0,3
1.0,KTTT, CQUI,12.0,3.0,0,0,1,0,0,0,0,0.0,4,11,2.0,14.0,5.0,4
1.0,CNPM, CQUI,11.0,2.0,0,0,0,0,0,0,1,1.0,17,7,5.0,3.0,4.0,3
0.0,KTMT, CQUI,14.0,4.0,0,0,0,1,0,0,0,5.0,17,1,5.0,0.0,0.0,0
1.0,MMT&TT, CLC,12.0,2.0,0,0,1,0,0,0,0,1.0,18,1,5.0,0.0,0.0,0
0.0,MMT&TT, CLC,12.0,0.0,0,0,0,0,0,0,1,0.0,14,1,3.0,0.0,0.0,0
1.0,CNPM, CLC,14.0,3.0,0,0,0,0,0,0,1,5.0,16,6,5.0,17.0,5.0,5
1.0,CNPM, CLC,10.0,2.0,0,0,0,0,0,1,0,0.0,20,3,3.0,21.0,3.0,3
1.0,KTTT, CQUI,9.0,4.0,0,0,0,0,0,1,0,0.0,18,4,5.0,26.0,5.0,3
1.0,CNPM, CQUI,9.0,4.0,0,0,0,0,0,1,0,0.0,3,3,4.0,15.0,2.0,3
1.0,KHMT, CQUI,8.0,3.0,0,0,0,1,0,0,0,0.0,25,3,4.0,10.0,4.0,3
1.0,CNPM, CQUI,8.0,4.0,0,0,0,1,0,0,0,0.0,26,3,4.0,22.0,4.0,4
1.0,CNPM, CQUI,13.0,2.0,0,0,1,0,0,0,0,1.0,15,2,3.0,17.0,3.0,3
1.0,MMT&TT, CQUI,8.0,3.0,0,0,0,0,0,1,0,0.0,26,7,2.0,27.0,3.0,3
0.0,HTTT, CLC,14.0,2.0,0,0,1,0,0,0,0,1.0,12,7,5.0,19.0,5.0,4
1.0,HTTT, CQUI,12.0,3.0,0,0,0,0,0,1,0,3.0,19,2,4.0,19.0,4.0,3
0.0,HTTT, CTTT,8.0,3.0,0,0,0,0,0,1,0,0.0,16,3,5.0,3.0,4.0,4
1.0,HTTT, CQUI,10.0,2.0,0,0,1,0,0,0,0,0.0,11,8,3.0,19.0,3.0,2
1.0,CNPM, CLC,14.0,2.0,0,0,0,0,0,0,1,0.0,14,6,3.0,20.0,5.0,3
1.0,MMT&TT, CQUI,14.0,2.0,0,0,0,0,0,1,0,5.0,19,5,5.0,20.0,5.0,4
1.0,KTTT, CQUI,9.0,4.0,0,0,0,0,0,1,0,0.0,19,2,4.0,17.0,3.0,2
1.0,MMT&TT, CQUI,8.0,3.0,0,0,0,0,0,1,0,0.0,10,9,2.0,8.0,3.0,4
1.0,KTTT, CQUI,9.0,4.0,0,1,0,0,0,0,0,0.0,19,7,3.0,15.0,1.0,2
0.0,MMT&TT, CQUI,13.0,4.0,0,0,1,0,0,0,0,2.0,19,3,4.0,3.0,4.0,3
1.0,KHMT, CLC,13.0,1.0,0,0,0,0,0,1,0,1.0,18,4,5.0,16.0,4.0,3
1.0,MMT&TT, CQUI,8.0,2.0,0,0,0,0,0,0,1,0.0,7,3,4.0,20.0,5.0,3
0.0,HTTT, CQUI,9.0,3.0,0,0,0,1,0,0,0,0.0,21,7,3.0,15.0,4.0,3
1.0,MMT&TT, CQUI,14.0,2.0,0,0,0,0,0,1,0,1.0,19,3,5.0,23.0,5.0,4
1.0,MMT&TT, CQUI,13.0,1.0,0,0,0,0,0,0,1,4.0,17,7,5.0,18.0,5.0,4
0.0,MMT&TT, CQUI,11.0,2.0,0,0,0,0,0,1,0,1.0,20,6,3.0,17.0,4.0,3
1.0,HTTT, CQUI,8.0,3.0,0,0,0,1,0,0,0,0.0,22,6,5.0,20.0,5.0,3
1.0,MMT&TT, CQUI,11.0,2.0,0,0,0,0,0,1,0,1.0,18,6,4.0,22.0,4.0,3
1.0,MMT&TT, CQUI,9.0,3.0,0,0,0,0,0,0,1,0.0,13,1,2.0,0.0,0.0,0
1.0,KHMT, CQUI,13.0,4.0,0,0,1,0,0,0,0,4.0,12,7,5.0,15.0,5.0,5
1.0,MMT&TT, CLC,13.0,1.0,0,0,0,0,0,1,0,0.0,16,3,4.0,16.0,3.0,2
0.0,HTTT, CQUI,14.0,4.0,0,0,0,1,0,0,0,1.0,21,4,5.0,19.0,5.0,3
1.0,MMT&TT, CQUI,14.0,4.0,0,0,1,0,0,0,0,2.0,21,4,5.0,15.0,5.0,4
1.0,CNPM, CLC,11.0,2.0,0,0,1,0,0,0,0,1.0,16,9,5.0,8.0,5.0,4
1.0,MMT&TT, CQUI,14.0,2.0,0,0,0,0,0,1,0,1.0,8,5,5.0,20.0,5.0,4
1.0,HTTT, CQUI,10.0,2.0,0,0,1,0,0,0,0,0.0,13,1,4.0,0.0,0.0,0
1.0,HTTT, CLC,13.0,0.0,0,0,0,0,0,1,0,1.0,16,6,5.0,22.0,5.0,3
1.0,MMT&TT, KSTN,10.0,2.0,0,0,0,0,0,1,0,0.0,24,3,3.0,15.0,3.0,3
1.0,CNPM, CLC,8.0,4.0,0,0,0,0,0,0,1,0.0,10,9,3.0,3.0,4.0,3
1.0,HTTT, CQUI,12.0,2.0,0,0,0,0,0,0,1,2.0,21,6,4.0,23.0,5.0,3
1.0,CNPM, CLC,8.0,4.0,0,0,0,0,0,1,0,0.0,10,9,4.0,14.0,5.0,5
1.0,MMT&TT, CQUI,13.0,2.0,0,0,0,0,0,0,1,2.0,19,7,4.0,21.0,3.0,1
1.0,KTTT, CQUI,13.0,2.0,0,0,0,0,0,0,1,3.0,17,7,5.0,22.0,4.0,1
1.0,MMT&TT, CQUI,14.0,2.0,0,0,0,0,0,1,0,1.0,15,2,5.0,14.0,5.0,4
1.0,HTTT, CTTT,12.0,1.0,0,0,0,0,0,1,0,1.0,16,5,4.0,20.0,3.0,3
0.0,KTTT, CQUI,13.0,2.0,0,0,0,0,0,0,1,4.0,16,3,5.0,20.0,5.0,4
1.0,CNPM, CQUI,10.0,2.0,0,0,0,0,0,0,1,0.0,17,1,4.0,0.0,0.0,0
1.0,HTTT, CQUI,12.0,2.0,0,0,1,0,0,0,0,1.0,19,1,2.0,0.0,0.0,0
1.0,MMT&TT, CQUI,14.0,2.0,0,0,0,0,0,1,0,0.0,23,5,5.0,20.0,5.0,3
1.0,MMT&TT, CQUI,8.0,3.0,0,0,1,0,0,0,0,0.0,19,4,5.0,27.0,3.0,3
0.0,KHMT, CQUI,13.0,2.0,0,0,1,0,0,0,0,1.0,20,3,5.0,23.0,5.0,3
1.0,KTMT, CQUI,9.0,4.0,0,0,1,0,0,0,0,0.0,16,5,2.0,15.0,2.0,2
1.0,HTTT, CQUI,14.0,2.0,0,0,0,1,0,0,0,3.0,18,2,4.0,19.0,5.0,3
1.0,KHMT, CNTN,8.0,4.0,0,0,1,0,0,0,0,0.0,19,2,5.0,22.0,4.0,3
1.0,HTTT, CLC,11.0,2.0,0,0,0,0,0,1,0,1.0,18,6,5.0,20.0,5.0,4
1.0,CNPM, CLC,10.0,2.0,0,0,0,0,0,1,0,0.0,21,2,3.0,19.0,5.0,4
1.0,CNPM, CQUI,9.0,4.0,0,0,1,0,0,0,0,0.0,3,11,2.0,8.0,3.0,3
1.0,KHMT, CQUI,13.0,2.0,0,0,0,0,0,1,0,3.0,21,2,5.0,17.0,5.0,4
1.0,CNPM, CLC,11.0,2.0,0,0,1,0,0,0,0,0.0,15,1,3.0,0.0,0.0,0
1.0,HTTT, CTTT,14.0,0.0,0,0,0,0,0,1,0,1.0,20,5,3.0,6.0,4.0,3
1.0,CNPM, CQUI,9.0,4.0,0,0,0,1,0,0,0,0.0,23,4,2.0,22.0,1.0,1
1.0,KHMT, CQUI,13.0,2.0,1,0,0,0,0,0,0,1.0,24,4,3.0,19.0,4.0,3
1.0,CNPM, CLC,12.0,2.0,0,0,0,0,0,0,1,0.0,14,10,4.0,4.0,3.0,2
1.0,MMT&TT, KSTN,11.0,2.0,0,0,0,0,0,1,0,0.0,13,8,4.0,15.0,5.0,3
0.0,HTTT, CLC,13.0,0.0,0,0,0,0,0,1,0,3.0,15,7,5.0,18.0,5.0,4
1.0,KHMT, CNTN,10.0,2.0,0,0,0,0,0,1,0,0.0,24,6,5.0,21.0,4.0,4
0.0,HTTT, CLC,11.0,1.0,0,0,0,0,0,1,0,1.0,19,2,3.0,19.0,3.0,4
0.0,KTMT, CLC,12.0,1.0,0,0,0,1,0,0,0,0.0,23,3,5.0,20.0,5.0,3
1.0,CNPM, CLC,13.0,2.0,0,0,0,0,0,0,1,1.0,19,3,5.0,4.0,4.0,3
0.0,CNPM, CLC,12.0,2.0,0,0,0,0,0,0,1,1.0,20,7,3.0,23.0,5.0,4
1.0,KTTT, CQUI,9.0,4.0,0,0,0,0,0,1,0,0.0,19,2,4.0,17.0,3.0,2
1.0,CNPM, CQUI,8.0,3.0,0,0,0,0,0,1,0,0.0,21,4,3.0,20.0,2.0,1
1.0,KTTT, CLC,13.0,1.0,0,0,0,1,0,0,0,0.0,14,1,5.0,0.0,0.0,0
1.0,CNPM, CQUI,11.0,2.0,0,1,0,0,0,0,0,0.0,24,2,2.0,17.0,3.0,3
1.0,HTTT, CLC,9.0,1.0,0,0,0,0,0,1,0,0.0,19,3,3.0,15.0,3.0,3
1.0,KTMT, CQUI,10.0,2.0,0,0,0,0,0,1,0,0.0,21,3,3.0,17.0,3.0,3
0.0,MMT&TT, CQUI,12.0,3.0,0,0,1,0,0,0,0,3.0,12,7,3.0,16.0,5.0,3
1.0,KHMT, CQUI,9.0,3.0,0,0,0,0,1,0,0,0.0,23,4,3.0,25.0,4.0,3
1.0,MMT&TT, CQUI,14.0,2.0,0,0,0,0,0,1,0,3.0,19,2,5.0,18.0,5.0,3
0.0,KHMT, CQUI,14.0,2.0,0,0,0,1,0,0,0,0.0,21,3,5.0,21.0,5.0,4
1.0,MMT&TT, CQUI,14.0,2.0,0,0,0,0,0,1,0,1.0,20,5,5.0,23.0,5.0,4
1.0,KTMT, CQUI,13.0,2.0,0,0,1,0,0,0,0,1.0,18,2,5.0,17.0,4.0,3
1.0,HTTT, CQUI,12.0,2.0,0,0,0,1,0,0,0,1.0,22,4,5.0,23.0,5.0,3
1.0,MMT&TT, CQUI,14.0,2.0,0,0,0,0,0,1,0,1.0,13,5,4.0,18.0,3.0,2
1.0,HTTT, CQUI,13.0,2.0,0,0,1,0,0,0,0,1.0,15,1,5.0,0.0,0.0,0
1.0,KTMT, CQUI,8.0,2.0,0,0,0,0,0,0,1,0.0,19,2,3.0,22.0,3.0,1
1.0,HTTT, CLC,12.0,2.0,0,0,0,0,0,1,0,1.0,20,3,3.0,21.0,5.0,4
1.0,KTMT, CLC,13.0,0.0,0,0,1,0,0,0,0,0.0,20,2,3.0,17.0,4.0,2
1.0,KHMT, CLC,14.0,2.0,0,0,0,0,0,1,0,3.0,16,3,5.0,19.0,4.0,0
1.0,CNPM, CLC,11.0,1.0,0,0,0,0,0,1,0,0.0,10,10,3.0,6.0,3.0,3
1.0,CNPM, CQUI,14.0,3.0,0,0,0,0,0,1,0,1.0,18,7,3.0,20.0,5.0,3
1.0,HTTT, CTTT,12.0,2.0,0,0,0,1,0,0,0,0.0,16,5,3.0,20.0,3.0,1
1.0,CNPM, CQUI,8.0,4.0,0,0,1,0,0,0,0,0.0,19,3,5.0,8.0,4.0,3
1.0,MMT&TT, CQUI,14.0,2.0,0,0,0,0,0,1,0,1.0,16,4,5.0,17.0,5.0,3
1.0,CNPM, CLC,13.0,2.0,0,0,1,0,0,0,0,3.0,20,5,5.0,14.0,5.0,4
1.0,MMT&TT, CQUI,14.0,2.0,0,0,0,0,0,1,0,1.0,19,3,4.0,19.0,3.0,2
1.0,KTTT, CQUI,11.0,2.0,0,0,0,0,0,0,1,0.0,8,7,4.0,18.0,3.0,2
1.0,KTMT, CQUI,14.0,2.0,0,0,0,0,0,1,0,0.0,14,7,5.0,18.0,5.0,3
1.0,HTTT, CQUI,12.0,2.0,0,0,1,0,0,0,0,0.0,11,8,3.0,24.0,4.0,2
1.0,MMT&TT, CQUI,14.0,2.0,0,0,0,0,0,1,0,1.0,19,3,5.0,15.0,5.0,4
1.0,CNPM, CQUI,9.0,4.0,0,0,0,0,0,1,0,0.0,15,8,2.0,16.0,4.0,1
1.0,MMT&TT, CQUI,11.0,2.0,0,0,0,0,0,1,0,0.0,17,1,2.0,0.0,0.0,0
0.0,MMT&TT, CQUI,12.0,2.0,0,0,0,0,0,1,0,5.0,14,6,5.0,14.0,5.0,4
1.0,MMT&TT, CLC,12.0,1.0,0,0,0,0,0,1,0,1.0,3,3,4.0,14.0,2.0,0
1.0,MMT&TT, CLC,14.0,4.0,0,0,0,0,0,0,1,0.0,4,5,4.0,18.0,5.0,4
1.0,MMT&TT, CQUI,11.0,3.0,0,0,0,0,0,0,1,0.0,17,1,3.0,0.0,0.0,0
1.0,KHMT, CNTN,11.0,2.0,0,0,0,1,0,0,0,0.0,24,4,5.0,24.0,5.0,4
1.0,KTMT, CQUI,14.0,4.0,0,0,0,0,0,0,1,0.0,20,3,5.0,18.0,5.0,4
1.0,CNPM, CQUI,13.0,2.0,0,0,0,0,0,1,0,1.0,18,5,5.0,27.0,4.0,3
1.0,MMT&TT, CQUI,11.0,2.0,0,0,0,0,0,0,1,1.0,17,7,4.0,20.0,3.0,3
0.0,HTTT, CQUI,14.0,2.0,0,0,0,1,0,0,0,0.0,25,5,5.0,22.0,5.0,4
0.0,CNPM, CQUI,8.0,4.0,0,0,0,0,0,0,1,0.0,21,3,4.0,3.0,4.0,3
1.0,KHMT, CQUI,14.0,4.0,0,0,1,0,0,0,0,0.0,6,7,5.0,16.0,5.0,4
1.0,CNPM, CQUI,13.0,4.0,0,0,1,0,0,0,0,1.0,19,8,2.0,21.0,5.0,3
1.0,KTMT, CLC,10.0,1.0,0,0,1,0,0,0,0,0.0,14,9,2.0,12.0,5.0,3
1.0,MMT&TT, CQUI,10.0,2.0,1,0,0,0,0,0,0,0.0,21,7,3.0,18.0,3.0,2
1.0,KHMT, CQUI,13.0,2.0,0,0,0,0,0,1,0,5.0,16,6,3.0,23.0,3.0,3
1.0,HTTT, CTTT,11.0,1.0,0,0,0,1,0,0,0,1.0,21,6,3.0,17.0,3.0,3
1.0,HTTT, CQUI,12.0,3.0,0,0,1,0,0,0,0,2.0,23,3,4.0,19.0,5.0,3
0.0,HTTT, CQUI,13.0,2.0,0,0,0,0,0,0,1,1.0,18,7,5.0,23.0,5.0,3
1.0,KTMT, CQUI,14.0,3.0,0,0,0,0,0,1,0,0.0,18,6,5.0,24.0,5.0,4
1.0,KHMT, CQUI,8.0,3.0,0,0,0,0,0,1,0,0.0,23,6,1.0,22.0,4.0,3
1.0,MMT&TT, CLC,13.0,1.0,0,0,0,0,0,0,1,2.0,14,6,5.0,15.0,4.0,4
1.0,KTMT, CLC,13.0,0.0,0,0,1,0,0,0,0,1.0,16,5,3.0,12.0,4.0,1
1.0,KTMT, CQUI,9.0,3.0,0,0,1,0,0,0,0,0.0,18,4,3.0,26.0,1.0,2
1.0,MMT&TT, CQUI,9.0,3.0,0,0,1,0,0,0,0,0.0,16,5,2.0,16.0,3.0,3
1.0,MMT&TT, CQUI,8.0,2.0,0,0,1,0,0,0,0,0.0,19,7,3.0,3.0,4.0,5
1.0,KTTT, CQUI,10.0,2.0,0,0,0,0,0,1,0,0.0,24,3,3.0,17.0,3.0,2
1.0,CNPM, CLC,9.0,4.0,0,0,0,0,0,1,0,0.0,16,8,3.0,17.0,3.0,3
1.0,MMT&TT, CLC,13.0,0.0,0,0,0,0,0,1,0,3.0,6,8,4.0,22.0,4.0,3
1.0,MMT&TT, CQUI,14.0,2.0,0,0,0,0,0,1,0,1.0,15,1,5.0,0.0,0.0,0
1.0,MMT&TT, CQUI,14.0,2.0,0,0,0,0,0,1,0,2.0,22,3,4.0,18.0,2.0,3
0.0,KHMT, CQUI,14.0,4.0,0,0,0,0,0,0,1,5.0,20,4,5.0,25.0,5.0,3
1.0,HTTT, CTTT,10.0,2.0,0,0,0,0,0,1,0,0.0,15,2,3.0,13.0,4.0,3
1.0,CNPM, CQUI,8.0,4.0,0,0,1,0,0,0,0,0.0,23,6,3.0,15.0,3.0,3
1.0,KTMT, CLC,12.0,1.0,0,0,0,0,0,1,0,1.0,23,3,4.0,17.0,4.0,3
1.0,KHMT, CQUI,8.0,3.0,0,0,0,0,0,1,0,0.0,26,7,2.0,19.0,3.0,3
1.0,MMT&TT, CQUI,14.0,2.0,0,0,0,0,0,1,0,1.0,14,1,5.0,0.0,0.0,0
1.0,MMT&TT, CLC,13.0,1.0,0,0,0,0,0,0,1,5.0,16,6,3.0,19.0,2.0,3
0.0,KTTT, CLC,14.0,2.0,0,0,0,0,0,1,0,0.0,18,1,5.0,0.0,0.0,0
1.0,MMT&TT, CQUI,11.0,2.0,0,0,0,1,0,0,0,0.0,16,6,5.0,17.0,4.0,4
1.0,MMT&TT, CLC,14.0,1.0,0,0,1,0,0,0,0,0.0,16,7,2.0,18.0,2.0,1
1.0,CNPM, CQUI,13.0,4.0,0,0,1,0,0,0,0,1.0,8,6,5.0,14.0,4.0,5
1.0,CNPM, CLC,10.0,2.0,0,0,0,0,0,1,0,0.0,18,3,5.0,23.0,5.0,4
1.0,KHMT, CNTN,11.0,2.0,0,0,0,0,0,1,0,1.0,15,7,5.0,16.0,4.0,3
1.0,MMT&TT, CQUI,12.0,3.0,0,0,0,1,0,0,0,2.0,24,3,4.0,19.0,3.0,2
1.0,CNPM, CLC,12.0,2.0,0,0,0,0,0,1,0,1.0,24,3,5.0,23.0,5.0,3
1.0,HTTT, CQUI,9.0,3.0,0,0,0,0,0,1,0,0.0,11,9,2.0,13.0,2.0,3
1.0,MMT&TT, CQUI,14.0,2.0,0,0,0,0,0,1,0,2.0,20,3,5.0,18.0,4.0,3
1.0,MMT&TT, CQUI,14.0,2.0,0,0,0,0,0,1,0,1.0,18,3,5.0,21.0,5.0,3
1.0,HTTT, CQUI,11.0,1.0,0,0,0,0,0,0,1,0.0,25,6,4.0,19.0,3.0,2
0.0,CNPM, CLC,11.0,2.0,0,0,0,0,0,1,0,0.0,21,2,5.0,19.0,3.0,4
1.0,CNPM, CQUI,12.0,4.0,0,0,0,0,0,0,1,4.0,22,2,4.0,20.0,4.0,3
1.0,CNPM, CQUI,10.0,2.0,0,0,0,0,0,1,0,0.0,14,5,4.0,21.0,4.0,5
1.0,MMT&TT, CQUI,14.0,2.0,0,0,0,0,0,1,0,1.0,22,5,3.0,4.0,4.0,4
0.0,KTTT, CQUI,14.0,2.0,0,1,0,0,0,0,0,0.0,16,1,5.0,0.0,0.0,0
1.0,MMT&TT, CQUI,9.0,4.0,0,0,0,0,0,1,0,0.0,22,10,4.0,14.0,3.0,2
1.0,KHMT, CQUI,14.0,4.0,0,0,0,0,0,0,1,4.0,20,3,3.0,15.0,5.0,2
1.0,KTTT, CLC,14.0,2.0,0,0,1,0,0,0,0,0.0,18,7,2.0,16.0,4.0,3
1.0,KTTT, CQUI,14.0,4.0,0,0,0,0,0,1,0,5.0,14,6,5.0,19.0,5.0,5
0.0,CNPM, CQUI,10.0,2.0,0,0,0,0,0,1,0,0.0,15,4,4.0,26.0,3.0,3
0.0,KHMT, CLC,14.0,2.0,0,0,0,0,0,1,0,3.0,20,5,5.0,24.0,5.0,5
1.0,MMT&TT, CQUI,14.0,2.0,0,0,0,0,0,1,0,3.0,18,1,5.0,0.0,0.0,0
1.0,MMT&TT, CQUI,14.0,2.0,0,0,0,0,0,1,0,1.0,16,1,5.0,0.0,0.0,0
1.0,HTTT, CQUI,11.0,1.0,0,0,1,0,0,0,0,0.0,22,4,5.0,23.0,5.0,4
1.0,MMT&TT, CQUI,13.0,1.0,0,0,0,0,0,1,0,0.0,13,7,4.0,23.0,4.0,3
0.0,MMT&TT, CLC,13.0,0.0,0,0,0,0,0,1,0,2.0,11,8,3.0,18.0,4.0,3
1.0,HTTT, CQUI,14.0,2.0,0,0,0,0,0,0,1,0.0,21,2,5.0,15.0,5.0,4
1.0,KHMT, CQUI,8.0,3.0,0,0,0,0,0,1,0,0.0,14,5,0.0,11.0,0.0,3
1.0,MMT&TT, CQUI,14.0,2.0,0,0,0,0,0,1,0,0.0,20,3,5.0,18.0,4.0,4
1.0,HTTT, CTTT,12.0,2.0,0,0,0,0,0,1,0,5.0,12,1,5.0,0.0,0.0,0
1.0,KTTT, CQUI,11.0,2.0,0,0,0,1,0,0,0,0.0,18,3,5.0,19.0,4.0,2
1.0,CNPM, CLC,14.0,2.0,0,0,0,0,0,1,0,1.0,21,6,4.0,21.0,4.0,3
1.0,MMT&TT, CQUI,14.0,2.0,0,0,0,0,0,1,0,0.0,20,3,5.0,4.0,4.0,3
1.0,HTTT, CLC,14.0,2.0,0,0,1,0,0,0,0,3.0,15,6,5.0,15.0,4.0,4
1.0,MMT&TT, CQUI,14.0,3.0,0,0,0,0,0,1,0,3.0,17,5,5.0,20.0,5.0,4
1.0,HTTT, CTTT,14.0,2.0,0,0,1,0,0,0,0,1.0,6,5,4.0,20.0,5.0,3
0.0,MMT&TT, CLC,13.0,0.0,0,0,0,1,0,0,0,4.0,18,6,4.0,20.0,5.0,3
1.0,MMT&TT, CQUI,13.0,2.0,0,0,0,0,0,1,0,1.0,17,8,3.0,14.0,3.0,1
1.0,MMT&TT, KSTN,11.0,4.0,0,0,0,1,0,0,0,1.0,19,4,5.0,21.0,5.0,4
1.0,KTMT, CLC,13.0,1.0,0,0,0,0,0,1,0,3.0,16,8,3.0,17.0,5.0,3
1.0,MMT&TT, KSTN,14.0,2.0,0,0,0,0,1,0,0,0.0,21,2,5.0,16.0,5.0,4
1.0,KTMT, CLC,13.0,0.0,0,0,1,0,0,0,0,1.0,18,5,3.0,16.0,3.0,2
1.0,CNPM, CQUI,8.0,3.0,0,0,0,0,0,0,1,0.0,4,5,4.0,15.0,5.0,3
1.0,KTTT, CQUI,12.0,3.0,0,0,1,0,0,0,0,3.0,17,4,3.0,16.0,3.0,3
1.0,KTTT, CQUI,9.0,3.0,0,0,1,0,0,0,0,0.0,22,2,4.0,17.0,3.0,2
1.0,KHMT, CLC,12.0,2.0,0,0,1,0,0,0,0,1.0,12,7,2.0,23.0,3.0,0
1.0,MMT&TT, CQUI,12.0,3.0,0,0,1,0,0,0,0,0.0,6,8,3.0,11.0,3.0,2
1.0,HTTT, CQUI,8.0,2.0,0,0,0,1,0,0,0,0.0,26,6,2.0,20.0,4.0,3
1.0,MMT&TT, CQUI,14.0,2.0,0,0,0,0,0,1,0,1.0,18,5,4.0,22.0,4.0,3
1.0,KTMT, CQUI,8.0,4.0,0,1,0,0,0,0,0,0.0,16,7,2.0,4.0,4.0,3
1.0,MMT&TT, CQUI,14.0,2.0,0,0,0,0,0,1,0,0.0,18,3,5.0,20.0,5.0,3
1.0,KTTT, CQUI,14.0,2.0,0,0,0,0,0,1,0,0.0,5,4,3.0,15.0,4.0,3
